Churn_,Day_Mins,CustServ_Calls,VMail_Message,Eve_Mins,Intl_Mins
False,157.3,1,0,220.9,12
False,192,1,21,239.1,15.1
False,218.2,1,0,169.3,8
False,144.6,1,29,140,10.9
True,153.6,0,0,232.9,14.1
False,135.8,2,29,222.5,7.9
False,202.5,1,31,241.4,7.8
False,152.2,1,34,227.1,12.3
False,227.4,0,0,73.2,4.7
False,191.6,2,0,205.6,9.2
False,127,0,0,206.9,6.1
False,168.6,1,0,259.2,7.3
True,286.6,1,0,223.2,11.5
False,164.6,1,29,262.8,15.2
False,144,1,0,135.8,13
False,141.6,0,47,207.9,10.2
False,204.3,1,0,247.3,12
False,163.2,1,0,167.6,6.2
False,225,0,0,244.2,10.7
False,174.9,1,0,262,8.5
True,187.3,0,0,160.7,9.6
False,211.8,3,0,230.9,10.7
False,241.9,0,0,126.9,11.7
False,196.1,3,0,199.7,12.9
False,231.3,3,0,210.4,12.4
False,161.6,1,0,196.3,13.8
False,194,0,0,241,11.9
False,109.7,3,0,223.8,15.4
False,277,1,0,238.3,8.3
False,192.1,0,0,163.6,6.1
False,209.2,0,42,159.7,9.5
False,184.8,2,0,216.4,18.4
False,167.8,2,0,142,7.3
False,139.2,3,0,191.4,11.8
False,221.3,0,17,167.6,4.4
False,253,2,23,138.9,11.8
False,203.3,3,0,259.9,7.8
False,200.6,3,0,152.5,7.7
False,167.6,2,0,176,13.4
False,156.5,2,0,204.3,9.9
False,215.1,1,25,197.4,10.6
False,301.7,1,0,167.1,10.5
False,152.3,7,42,267.5,11.3
False,195.4,1,0,212.1,15.1
False,208.7,2,0,275.5,8
False,185.4,4,37,178.5,8
False,183.2,0,17,252.8,9.7
True,54.2,1,0,303.2,8.6
False,230.3,1,0,77.9,13.2
False,240.8,2,22,75.9,7.1
False,195.7,2,21,106.2,5.3
True,276.1,0,0,201.1,8.9
False,166.1,2,0,175.9,16.2
True,135.9,4,28,244.5,11.5
True,189.1,2,0,223.2,13.9
False,177.9,1,43,175.1,11.5
False,143.9,2,39,210.3,12.5
False,148.2,2,0,159.6,8.6
True,287.1,2,0,159.3,13.9
True,179.7,1,26,218.1,9.3
True,165.8,5,0,190,10.9
False,144.1,1,25,167.6,14.5
False,172.5,0,0,253.1,5.9
False,199.8,1,0,167.1,5.5
False,109.1,2,0,142.3,10.9
False,171.8,1,0,301.7,9.7
True,222.3,1,0,286,12.1
False,245.8,0,0,264.7,11.2
False,164.6,0,0,270.6,8
False,211.7,0,0,271.7,7.4
True,147.2,0,16,160.1,7.7
True,254.7,0,0,252.2,8
False,195.1,0,0,261.5,11.4
True,149.3,7,0,187.1,7.9
True,81.9,2,0,253.8,8.9
False,191.1,0,25,149.6,9.8
False,206.9,3,0,224.4,8.3
True,239,1,0,273,13.5
False,185.3,0,0,219.1,5.5
False,141.4,2,0,123.9,8.1
False,248.6,1,25,119.3,12
False,152.5,2,0,252.4,4.9
False,145.6,1,0,230.9,11.4
False,164.2,1,0,196.2,8.1
False,221,1,0,165.4,9.7
True,295.4,1,0,232.1,11.5
True,162.3,4,0,149.1,14.8
True,272.7,0,0,236.4,7.7
False,200.3,2,33,226.6,12.9
False,157.1,1,28,172.4,11.1
False,135.8,2,12,200.6,12.3
False,236.7,1,0,231.9,12.7
False,111.4,3,0,175,5.5
False,191.1,2,0,282.8,12
True,153,1,0,141.1,10.3
False,218.8,4,0,242.8,10.3
True,225.2,0,0,184.9,9.9
True,249.9,2,0,254.5,8.9
False,131.6,3,0,137,10.2
False,197.9,0,21,165.6,10.1
False,166.5,1,0,210.2,9.9
True,275.8,2,0,189.5,7.4
False,142.9,1,40,88.6,10.8
False,207.2,1,0,256,9.9
False,206.2,1,0,211.2,10.2
False,210.3,1,0,195.8,11.2
True,225.7,1,38,119.6,14
False,197.7,2,0,152.2,7
False,190.6,2,28,237.3,9.8
False,80.3,2,45,153.3,12.8
False,69.1,0,0,230.3,6.5
False,188.8,4,0,217.4,8.2
True,150.6,8,0,169.1,10.4
False,192,2,0,139.5,5.5
False,163.7,3,25,113.2,9.9
False,211.7,1,0,198.7,6.5
False,175.5,1,0,132.3,11.8
False,150.1,2,0,200.1,11
False,189.5,1,0,176.3,14.2
True,70.8,6,0,215.6,9.5
False,215.5,1,0,190.7,8.6
False,101.7,3,0,202.8,9.4
False,242.4,1,0,152.9,11.8
False,131.8,1,0,284.3,11.3
False,190.2,2,0,197.7,9.8
False,154.1,2,0,204.2,9.8
False,188,3,0,90.5,15.3
False,103.1,1,0,275,11.2
False,145.4,1,0,209.1,10.9
False,250.6,1,0,187.9,7.8
False,161.5,1,0,214.2,8.6
True,281.3,0,0,301.5,8.7
False,102,2,0,113.3,11.4
False,218.7,1,33,155,12.1
False,128.5,1,30,188.4,6.8
True,128.7,2,0,227.1,9.2
False,172.2,1,0,162.6,8.7
False,168.6,0,0,175.6,10.9
False,174,1,30,205.3,6.7
False,230.4,1,0,257.4,8.5
False,198.2,1,0,202.8,5.1
False,157.1,0,0,268.8,10
True,155,4,0,133.4,7
False,129.3,1,26,176.5,9.6
False,188.5,1,0,182,6.1
False,208.8,0,0,225.3,11.1
True,238,0,0,278.5,11.8
False,211.1,0,0,206.9,5.6
False,198.9,3,30,207,12.6
False,137.4,3,0,120,12.4
False,191.8,2,31,267.8,12.8
False,149,0,0,49.2,13.9
False,117.1,3,0,249.6,11.1
False,108,3,0,241.9,10.4
False,112.8,0,0,199.4,10.1
False,175.9,1,0,188.3,11
False,169.4,1,0,184.9,2
False,129.6,3,0,246.2,9.4
False,177.1,1,0,184.7,8
False,133.3,1,20,184.1,13.5
False,167.8,5,0,212.9,13
False,174.6,1,32,310.6,9
False,283.2,5,21,239.7,6.3
True,157.8,5,20,161.5,8.7
False,141.2,2,0,149.1,7
False,230.2,1,27,196.1,10.4
True,237.8,2,0,208.9,15.6
True,204,3,0,168.5,13.3
False,221.1,1,0,178.6,7.4
False,177.2,4,0,142.6,12.7
False,118,1,0,248.1,5.3
False,163.8,0,0,255.6,15.7
False,141.3,3,4,230.4,9.4
True,272.5,3,0,226.1,16.4
False,118.9,2,16,228.3,8.2
False,7.9,0,0,136.4,12.1
False,159.5,0,0,167.2,10.2
False,150.2,1,0,185.7,12.1
False,144.5,2,30,262.3,12
False,140.7,2,0,210.9,12.4
False,169.2,1,0,216.8,12.6
False,220.8,2,0,148.5,7.6
False,216.3,0,0,266.3,4.5
False,169.5,0,0,157.6,10.6
False,256.3,1,35,258.1,11.7
False,179.7,1,0,299.8,7.6
False,266,3,0,130.1,13.1
False,96.7,2,0,193.8,9.7
False,82.7,0,0,194.6,10.9
False,168.2,3,0,161.7,10.1
True,286.4,1,0,178.2,10.7
False,174.3,3,0,186.6,12.9
False,190.6,1,0,161.7,13
False,175.5,4,0,205.1,17.8
False,133.4,1,0,204.6,11.1
False,204.6,3,27,136,6.6
False,242.2,3,0,233.2,6.2
False,253.1,3,33,210.1,11.9
False,130,0,0,185.3,8.3
False,105.9,0,0,189.6,12.7
False,194.2,3,0,193.8,9.3
False,183.8,1,0,123.5,6.1
False,196.5,2,0,190,10.8
False,184.5,3,0,172,13.7
False,261.9,0,0,148.1,13.8
False,167.4,3,39,172.7,9.5
False,167.7,1,22,246.8,7.5
False,191.7,1,30,193,11.1
False,240.2,2,0,230.3,5.2
False,189.1,1,26,178.2,11.1
False,127.7,1,0,182.9,10.6
False,205.2,1,0,99.5,13.4
False,153.6,2,23,216.9,12.6
False,154.5,2,0,193.6,13.4
False,153.7,1,0,194,14.1
False,171.2,1,36,185.8,10.8
True,328.1,1,0,151.7,8.7
True,145.9,0,0,208.2,14.4
False,201.2,1,37,280.1,11.8
False,139.1,5,0,246,11.4
False,118.9,2,0,278.3,13.2
True,217.6,2,0,279,10.4
False,145,1,0,209.1,14.6
False,240.1,3,0,180.4,8
False,83.8,1,0,240.2,6.7
False,126.3,1,21,209.6,10.6
False,88.1,2,15,175.9,9.7
False,218.5,2,34,196.7,9.9
False,236.8,1,26,263.4,11.2
False,124.1,3,0,192.8,6.4
False,184.2,0,30,167.5,10
False,222.7,4,0,277,13.6
False,149.2,1,0,193.6,11.1
False,206.5,3,0,180.2,12.2
False,159.7,3,27,168.8,9.6
False,204.7,2,27,209.4,7
False,213.2,1,0,120.7,7.5
False,269.6,1,0,171.7,8.2
False,116.7,2,0,213.8,9.7
False,263.4,0,0,235.5,13
False,140.2,1,0,213.9,7.1
False,197.7,1,0,127.6,13.5
False,136.2,3,0,220.9,13.3
False,88.5,2,16,178.8,11.5
False,215.3,0,0,242.4,12.1
True,269.2,3,0,193.8,8.9
False,203.8,0,25,267.1,7.3
False,268.4,0,34,222.2,10.3
False,159.1,1,0,269.8,10.3
False,114.4,2,0,127.7,10.1
False,138.9,2,0,208.9,9.2
False,186,1,0,237.4,12.2
False,170.4,0,26,254.5,15.1
False,164.5,4,0,230.9,9.9
False,168.6,1,0,168.6,12.3
False,190.5,1,0,178.4,13.1
False,181.1,2,0,314.4,4.2
False,177.1,3,0,114.7,6.5
False,160.5,1,0,240.5,11.3
False,134.7,2,0,295.3,6.6
False,198.2,2,28,139.1,8.8
True,228.9,4,0,255.7,10.1
False,241.7,0,0,135.8,13.1
False,131.1,1,0,176.2,4.3
False,234.1,2,0,200.2,13.1
False,200.1,0,0,300.9,11.9
False,154,1,0,94.4,10.1
False,224.2,0,23,189.6,9.8
False,148.3,3,0,181.6,8.3
False,174.6,2,24,176.6,8.8
False,138.5,1,0,153.2,11.1
False,109,1,0,265.8,12.6
False,162.3,4,0,212.5,11.1
False,210.8,2,0,189.6,16.4
False,142.4,1,0,318.7,11.1
False,223.5,2,37,235.1,10.6
False,182.5,2,0,232.1,7.5
False,219.6,2,0,141.1,10.8
False,193.6,0,0,238.2,12.9
False,192.4,0,0,156.9,11
False,236.2,0,0,189.4,13.3
False,233.2,0,28,113.3,16.1
False,158.8,2,0,188.5,9.8
False,126.1,1,0,274.7,9.8
True,290.4,3,0,253.9,10.1
False,148.4,0,0,193.8,6.9
True,298.1,2,0,201.3,9.7
False,119.3,2,0,185.1,10.9
False,242.5,0,0,232.9,9.6
True,222.1,0,18,160.6,13.6
True,236.2,2,0,273.9,10.1
False,154.6,3,19,241.6,12.6
False,137.4,2,25,176.7,10.2
False,103.7,0,0,127,14.4
True,136.6,4,0,209.4,12.2
True,289.8,2,0,255.6,11.7
False,260.9,3,0,168.5,13.3
True,196.2,0,0,176.5,15.2
False,195.6,1,0,126.4,14.2
False,222.2,4,0,162.5,11.9
True,172.9,0,0,183,9.8
True,249.8,0,0,242.4,11.6
False,154.5,1,0,216.2,13.7
False,90.4,1,0,276.2,12.7
False,268.8,0,27,246.6,16.4
False,106.1,1,0,157.6,8.1
False,27,3,0,160.9,10.7
False,245,1,0,180.4,9.7
False,196.7,3,0,205.9,11.2
False,131.2,2,26,106.5,10.2
False,149.6,2,23,239.8,7.4
False,239.8,1,0,251.8,10.9
False,142.1,1,31,193,11
False,115.4,3,0,178.7,6
False,193,2,31,224.8,10.3
False,206.1,1,0,224.6,13
False,160.3,0,0,221.3,11.2
False,213.1,0,0,206.2,8.9
False,178.3,3,0,235,10.9
True,252.3,3,0,207,12
False,197.7,4,0,136.7,13.2
False,111.1,2,29,217.9,6.6
True,96.5,1,0,210.2,12.5
False,156.9,3,0,122.2,11.3
False,123.3,1,0,170,12.7
False,193.7,1,0,183.2,10.8
False,206.9,0,0,167.7,10.9
True,249.8,3,0,261.9,12.7
False,144,1,0,224.7,10
False,299.5,0,33,163.4,11.6
True,226,2,0,304.6,12.6
False,137.6,2,0,143.5,9.6
False,211.7,1,26,139.2,11.1
False,89.7,2,0,179.8,9.5
False,197.6,2,0,246.5,12.5
True,270,2,0,256.6,12
False,224.7,3,0,192,11.3
False,194.3,2,0,123.6,10.2
True,47.7,0,0,264.4,13.2
False,190.1,1,0,182.2,13
True,89.5,1,0,339.9,7.9
False,182.6,0,0,154.5,12.1
False,205.5,1,35,298.5,6.9
False,231.5,1,0,266.9,7.4
False,171.2,2,0,243.5,13
False,197.9,2,0,251,11.2
False,134.8,1,0,204.1,6.7
False,191.4,1,0,168.5,10.3
False,174.5,0,0,197.4,10.6
False,177.4,0,0,226.2,10.9
False,182.1,1,0,211.5,6.8
False,222.4,0,0,165.4,11.2
True,47.8,0,0,178.9,13.3
False,121.8,1,0,89.3,10.3
False,143.5,3,0,189.3,8.8
False,164.9,2,0,210.4,7.8
False,101.1,0,0,263.2,7.3
False,92.3,2,24,193.1,11.6
False,219.2,1,29,206,15
False,178.1,0,37,242.8,13
False,146.5,3,0,284.5,14
False,172.3,1,31,266.2,11.8
False,190.9,1,0,149.7,13
True,232.1,3,0,327.1,10.9
True,169.2,4,0,173.3,12.4
False,123.8,2,0,319,7.3
False,93.4,1,27,252,10.9
False,90.6,1,0,170.6,5.4
False,152.9,2,0,256.6,5.3
False,257.9,2,0,211.6,9.4
False,85.2,2,29,230.4,9
False,160,1,34,184.5,6.1
False,182.9,0,10,292.4,11.5
False,216.2,2,0,222.2,3.1
False,261.7,0,0,181.8,3.3
False,241.2,2,0,174.3,8.5
False,177.2,1,0,123.5,8.4
False,89.5,2,0,180.8,14
False,200.3,1,16,197.8,10.4
True,145,4,0,294.3,11
False,159.5,2,0,119.7,6.8
False,151.8,3,0,138,11.2
False,176.2,1,0,236,10.6
False,152.1,0,0,121,9.8
False,161.3,1,0,220.6,9.6
False,171.7,3,0,144.5,6.8
True,278.9,0,0,190.2,11.7
False,213,4,27,226.2,11.1
False,242.9,1,36,170.9,4.8
True,217.2,0,0,303.4,12.4
False,175.9,1,0,285.2,13
True,303.2,0,0,170.5,11.5
False,238.9,2,0,187.2,11.8
False,189.6,2,22,179,11.4
True,133.3,5,0,247.8,11.3
False,92.7,3,28,127.8,9.9
False,177.2,3,0,248.9,8.6
False,184.5,2,0,209,10.2
False,176.1,0,24,159.4,12.1
False,204.7,6,0,143.1,11
False,143.6,2,0,134.3,15.5
False,179.3,1,0,188.8,12.1
False,137.3,1,0,212.2,10.5
False,237.8,2,0,223.5,10.2
False,203.7,2,0,216.4,7.6
False,209.1,2,0,205,7.8
False,88.8,3,33,109.6,7.1
False,97.2,0,0,155.6,12.4
False,224.3,2,0,185.7,10
False,207.6,1,13,152.7,9.7
False,268.1,2,0,120.5,14.4
True,166.7,4,0,179.3,6.8
True,267.1,1,0,180.4,17.3
False,181.8,2,0,198.6,9.3
False,147.1,0,0,199.7,13.7
False,37.7,1,29,144.1,4.9
False,185,2,0,224.9,11.4
False,156.4,2,0,171,8.6
False,239.3,1,0,195.7,10.9
False,215.5,2,29,161.9,8.8
False,194.8,0,0,209.9,12.8
False,239.1,5,20,209.1,13.3
False,92.6,3,0,177.6,14.4
False,209.4,1,0,211.5,7.2
False,197.6,1,0,164.5,6.4
False,17.6,1,0,161.7,10.6
False,62.9,1,0,202.9,8.9
False,202.3,1,28,69.2,6.7
False,136.1,0,0,181.4,11.3
False,207,1,0,167.4,2.6
False,207.9,1,33,233.5,13.5
True,276.5,1,0,195.6,7.2
False,313.8,3,31,147.7,10.1
False,288.5,1,25,203.4,13
False,210.9,4,0,329.3,9.4
False,64.9,1,35,184.1,14.6
False,243.5,1,26,236.8,9
False,197,3,0,203.7,8.7
False,278,0,31,253.2,8.7
False,219.9,1,37,222.1,10
True,313.2,2,0,216.3,12.8
False,145.7,0,16,191,11.3
False,75.8,0,37,173.6,8.2
False,195.9,3,0,228.6,12.2
False,132,1,0,231.2,8.7
False,124,2,0,262.1,11.7
False,171.9,2,0,159,7.6
False,249.4,4,31,209.5,9.9
False,228.4,0,0,145.1,7.7
False,168.6,3,0,205.1,5.9
False,123.7,0,0,248.5,13.3
False,178.7,1,0,252.3,8.4
False,113.2,1,0,185.5,9.5
False,142.4,2,25,313.7,13.4
False,204.2,0,38,205.9,8.3
False,149.7,3,0,212.5,12.6
True,227.1,5,0,120.5,4.7
False,155.3,2,0,169.9,12.6
False,156.4,1,0,185.5,11.8
False,148.7,0,42,167.3,10.4
False,271.7,3,0,155.1,6.6
False,193.7,0,0,126.9,8.8
False,245.5,1,23,292.7,10.8
True,245.3,3,0,259.9,10.7
False,196.1,0,0,236.8,11.9
False,134.1,2,0,195.1,10.5
False,189.7,0,0,115.9,7.4
False,175.6,1,0,238,10.2
False,92.4,2,0,219,12.9
False,92.8,1,0,159.6,8.8
False,221.7,0,27,236.1,8
False,159.6,0,0,276.8,8.8
False,144.5,2,0,180.5,17
False,159.1,2,0,202.5,11.5
False,49.9,2,0,150.7,10.1
False,254.4,1,0,159.3,6
False,270.7,3,33,200.7,10.9
False,207,1,0,173.8,12.1
False,145.3,0,0,303.8,8.9
False,146.1,0,0,196.2,9.2
False,256,3,0,187.4,11.5
False,200.2,3,35,244.4,11.6
False,150.7,2,0,246.7,7
False,186,1,0,66,12.9
False,212.9,3,0,187,6.3
False,194.8,0,0,213.4,11.5
False,272.5,3,30,253,8.7
False,154.6,1,0,263,15.5
False,230.5,5,35,265.8,10.6
False,165.4,1,0,203.7,8.2
True,271.1,2,0,237,9.8
False,253.5,0,0,117.9,14
True,167.1,6,0,131.8,9.4
False,168.3,1,0,87.6,8.4
False,104.7,1,0,249.8,8.9
False,135.4,1,0,238.1,10.6
False,191.4,1,34,361.8,7.2
False,158.7,1,0,198.4,10.5
False,144.8,2,0,164.9,8.2
False,98.8,3,0,146.9,10
True,157.8,3,0,203.2,10
False,163,1,37,312.8,11.6
False,181.6,4,0,335.7,8.3
False,129,2,0,188,11.2
False,86,1,0,260.7,8.9
False,193.9,0,17,189.8,12.6
False,109.4,0,0,244.7,7.1
False,188.9,2,0,153.6,10.2
True,179.9,1,0,170,13.8
False,183.4,1,0,281.3,8.2
True,195.5,1,29,171.6,13.5
False,264.4,2,20,219.6,11.3
False,207.7,0,0,210.6,9.6
False,169.5,0,0,112.9,8.7
False,133.5,1,0,219.6,11.7
True,273.2,2,0,211.1,13.1
False,224.6,2,0,225.9,12.5
True,273.8,2,0,289.7,5.8
True,159.5,1,0,275.5,10.1
False,104,0,0,197,14.6
False,115.4,1,31,217.4,13.1
False,222.1,2,0,199.4,9.4
False,116.4,3,0,95.6,10.5
False,129.4,0,0,157.3,13.3
False,161.8,0,33,273,13.7
False,198.8,1,29,238.6,11.5
False,147.8,1,45,147.4,14
False,262.3,3,0,198.9,6.6
False,246.4,1,0,160.3,7.6
False,183.4,4,0,168.8,9.9
False,191.9,1,0,200.9,18.2
False,187.8,2,0,154.6,10.1
False,259.7,0,0,152.7,10.2
False,180.4,0,0,194,8.4
True,303.9,1,0,232.2,5.8
True,123.7,1,36,172.6,8.8
False,164.3,2,0,233.7,11.8
True,228.6,9,0,132.8,10.1
False,200.4,1,22,131.1,7.6
False,122.9,2,30,233.5,9.6
False,220.8,0,0,265.7,6.4
True,202,2,0,184.3,7.4
True,209.5,6,32,109.6,9.1
True,297.9,1,0,238.1,8.9
True,212.8,0,0,189.8,10.6
False,145.6,0,0,284.7,12.2
False,152.9,2,19,213.2,10.8
False,125.4,1,0,269.1,11
False,138.3,0,25,80.6,8.3
False,189.3,3,0,174.9,11.2
False,199.3,4,0,194.8,14.3
False,247.5,2,0,108.5,10.6
True,294.9,1,0,192.8,13.2
False,175.4,1,0,155.3,11.5
False,179.4,1,0,143,11.2
False,126.8,0,39,293.6,8.4
True,239.7,1,0,281.7,11.4
True,143,5,33,212.2,15.3
False,91.9,2,0,198.4,13
True,201.3,1,29,203.7,6.4
False,145.6,2,0,287.9,9.2
True,203.5,1,31,200.3,13.4
False,232.4,1,0,153.3,10.5
False,86.5,2,8,285.2,8.7
False,109.9,0,0,220.8,10.9
False,156,1,0,276.1,9.3
True,326.3,1,0,165.1,7.5
False,195,0,0,198.5,14.8
False,110,0,0,147.3,6.4
True,147.1,5,0,161,9
False,156,2,0,256.8,11.9
True,159.9,2,0,179.9,11.6
True,197.8,4,0,133.9,10.9
False,115.4,2,36,166.2,15.2
False,123.8,0,0,236.2,3.7
False,117.6,1,15,196.3,6.4
False,105.3,2,28,197.4,8.6
False,111.7,1,0,237.3,13.1
False,159.3,2,0,202.3,9.5
True,81.7,6,0,210.2,11.3
False,238,2,21,209.6,10
False,128.1,0,40,247.7,15.6
False,171.2,1,31,193.6,10.2
False,220,2,0,207.7,12.1
False,286.6,1,23,315.3,10.3
False,207.6,1,0,229,13.3
True,109.6,4,31,249.3,8.3
False,197.2,2,0,242.3,11
False,205.2,0,0,184.8,7
False,193.1,1,13,111.6,12.1
False,232.6,3,34,153.2,4.7
False,102.7,0,0,149.3,11
False,263.1,5,31,279.3,9.7
False,197,1,0,201,11.6
False,169.3,2,0,156,11.6
False,201.5,1,0,129.2,12.9
False,109.8,1,0,230.5,11.9
True,279.5,2,0,203.2,10.7
False,173.4,1,0,222,13.7
False,214.4,1,38,211.7,10
False,96.1,1,0,246.8,9.7
False,101.4,1,0,249.1,7.1
False,232.5,4,0,181.8,10.4
False,174.5,1,45,217.5,12.2
False,224,1,23,233.5,8.8
False,211.1,4,0,176.7,14.7
False,109.2,2,0,153.1,9.8
False,220,0,0,179.9,11.5
False,181.4,2,0,164.5,10.9
False,180.7,2,11,173.7,10.1
False,96.5,1,32,145.8,9.4
False,183.5,3,0,170.5,8.3
False,107.9,0,38,140.4,10.5
False,161,1,0,244.9,7.7
True,146.8,1,41,285.6,4.3
False,227.8,3,0,169.5,5.6
True,137.8,1,0,225.8,10.2
False,141.7,0,40,268.3,8.5
False,175.2,1,0,151.7,5.3
False,305.2,1,34,156.5,13.2
True,162.3,3,29,279.3,11.7
False,150,3,0,293.8,10.3
False,197.5,1,0,206.9,11.3
False,240.2,2,0,153,10.2
False,116.9,0,39,276.5,12.3
False,236.7,1,17,263.5,12
False,173.2,0,0,131.2,5.4
False,152.2,0,0,137.2,9.8
False,181.3,0,0,182.4,6.7
True,167.8,4,0,211,10.5
False,175.4,1,0,250.7,9.8
False,87.6,2,0,266.9,9.8
False,203.3,0,0,141.9,8.5
True,92.6,5,0,161.9,11.3
False,262.9,1,21,149.5,8.1
False,141.8,1,22,167.3,7.8
False,50.6,2,32,201.4,4.2
False,134.9,1,0,156,10.2
False,252.1,1,0,226.1,13.8
False,215.5,1,41,241.8,9.6
False,124.8,0,0,257.2,13.4
False,178.7,2,0,271,16.4
False,183.2,2,0,179.2,9.9
False,167.5,1,0,139.1,13
False,147.1,3,0,200,12.5
False,230.1,1,0,212,13.2
False,135.8,0,0,163.2,12.6
False,205.7,2,20,136.1,8.7
False,73.8,2,0,143.4,10.9
False,189.3,2,0,233.5,10
False,147.2,3,0,161.9,7.2
False,137.3,0,42,184.2,10.2
False,70.7,2,0,211,0
False,204.6,0,0,205.2,10.7
True,123.1,5,0,213.9,12
False,129.7,2,19,160.8,12.2
False,198.7,0,0,209.5,12.4
False,145.1,2,0,233.7,7.9
False,135.2,2,0,152.5,8.4
False,124.7,1,28,250.4,7.8
False,215.9,1,0,145.4,12.1
False,119.2,2,0,228.4,8.4
False,144.3,3,0,156.4,7.8
False,235.2,1,0,220.6,11.8
False,174,0,0,281.1,9.7
True,115,0,0,122.3,6.4
False,151.7,2,0,178.5,13.1
False,153.1,3,0,234.1,9.9
False,218.6,2,0,149.9,9.2
False,265.2,2,0,178.7,10.7
False,143.3,1,0,180.5,10.1
False,190.3,2,0,252.7,7.2
False,115.3,1,0,224.7,18
True,113,2,0,169.2,9.2
False,215.6,3,0,167.8,6.4
False,128.8,1,0,208.7,14
True,211.2,3,28,312.5,10.7
False,71.2,1,24,181.6,12.9
False,94.9,2,0,253.2,14.2
True,259.4,1,0,269.7,9.5
False,215.8,1,28,285.2,6.9
False,97.5,3,0,268.1,13.2
False,146.5,0,0,169.9,8.2
False,139.9,2,0,223.6,12.7
False,153.2,1,21,263.3,11.9
False,103.5,2,0,319.3,8.4
False,185.8,1,0,192.3,6.6
False,129.5,1,0,354.2,10.9
False,236.6,1,0,220.9,8.9
False,260.4,6,0,208.2,10
False,167.3,2,0,163.9,6.7
False,182.2,2,0,212.3,9.3
False,113,2,0,150.1,10.8
False,185.7,0,0,235.1,16.9
False,136.2,0,0,165.1,9.6
False,222.6,1,29,190.3,11.5
False,197.3,1,0,264.5,9
False,141.4,1,33,186.4,7.7
False,208,1,0,95.1,8
False,118.5,1,0,177.8,12.1
False,153.2,1,0,229.7,10.7
False,108.3,0,0,183.6,13.5
False,168.6,2,0,187.7,14.4
True,247.2,2,0,303.7,9.3
False,224.2,3,0,243.3,12
False,166.9,3,0,221.8,12.8
False,118.4,1,43,144.1,8.5
True,312,1,0,180,12.8
False,146,1,0,203,13.3
True,131.6,1,0,179.3,15.5
False,185.1,2,0,213,8.5
False,193.3,0,0,169,11.8
False,146.4,1,0,196.5,7.8
False,71.2,0,0,304.4,8.6
True,123.2,4,0,190,12.9
False,128.7,1,0,240.8,12.8
False,216.9,3,0,211,11.4
False,150,3,0,218.5,9.8
False,164.1,1,0,206,11.4
False,212,3,0,226.6,8.9
False,167.3,2,37,194.7,12
False,154.4,1,0,217.2,13.9
False,177.3,3,30,211.8,9.3
True,231.2,1,0,267.8,8.8
False,202.9,5,0,178.6,12.8
True,264.9,1,0,281.2,8.4
False,122,1,0,138.3,5.8
False,177.2,2,0,270.4,14
True,225.1,0,0,279.5,8.8
False,173.1,1,30,247.2,11.5
True,162.4,2,0,167,11.4
False,281.2,2,13,178.2,6.4
False,208.3,3,0,169.4,15.9
False,243.4,2,38,273.8,14.1
True,224.2,1,0,314.9,16.1
False,189.3,3,0,239.3,9.9
False,168.3,4,46,270.9,6.7
False,232.9,1,24,152.1,10.7
False,155,1,37,142.4,5.9
False,154.4,0,0,203.8,11.8
False,234.7,2,0,195.7,8.4
False,240,1,0,141,7.1
True,298.4,0,0,270.5,12.2
False,166,1,0,236.1,10.9
False,111.6,0,33,213.3,16
False,174.5,2,0,180.2,10.7
False,175.5,1,27,210.6,6.9
True,157.5,3,35,189.6,11.1
False,206.2,1,0,176.4,11
False,207.5,4,35,201,7.5
False,144.8,4,16,206.2,11.6
False,258.8,2,0,129.5,10.9
True,226.9,0,0,182.2,11.6
False,152.9,2,0,171.2,12
False,156.7,2,27,236.5,12.6
False,221,4,0,204.5,6.8
True,322.4,1,32,283.2,6.7
False,153.6,2,0,262.1,9.8
False,215.1,2,22,138.9,12.4
False,174.4,1,35,196.7,11.8
False,180.5,0,0,230,10.6
False,123.1,2,0,182,12.6
False,165.7,1,0,257.4,10
False,200.2,2,0,118.7,6
False,154.8,3,0,287.7,5.9
False,125.4,2,0,261.5,11.4
False,184.2,1,33,312.6,12.2
False,274.7,3,24,193.5,10.8
False,142,1,39,241.6,11.3
False,151.5,1,21,147.8,10
True,246.4,2,0,182,12.1
False,232.7,5,0,186.4,11.5
True,288,0,0,255.8,13.4
False,170.8,1,23,236.7,12.7
False,216.1,1,0,197.5,9.8
False,138.7,2,0,215.4,4.9
False,210.7,3,0,238.7,9.2
False,181.8,0,0,158.1,9.7
False,61.6,1,30,255.1,12.4
False,207.7,1,0,196.7,6.8
False,219.2,1,0,167,10
False,227,2,0,258.7,8.9
False,245.9,3,0,240.1,8.9
False,257.3,0,0,184.8,13.5
False,121.1,2,0,216,16.1
True,301.5,4,0,257.7,13.4
False,233.9,0,0,218.9,9.5
True,99.6,2,0,308.7,13.7
False,169.8,2,0,183.1,12.7
True,198.8,1,26,166.6,14.4
False,116.2,3,0,229.7,10.1
True,255.9,1,0,140.9,12.1
False,187.7,3,27,221,10
False,195.9,0,21,213.9,8.6
False,129.4,2,0,185.4,1.1
False,221,2,12,151,9
False,140.5,2,0,186.8,9.5
True,277.9,0,0,155.8,9.2
True,224.9,3,0,250,6.7
False,109.1,0,0,217.4,12.8
False,207.8,0,0,123.5,5.7
False,205.9,0,0,257.1,12.1
False,242.6,2,0,209,14.4
